Entity,Code,Year,LGBT+ employment discrimination (historical)
Iran,IRN,1986,No protections
Iran,IRN,1987,No protections
Iran,IRN,1988,No protections
Iran,IRN,1989,No protections
Iran,IRN,1990,No protections
Iran,IRN,1991,No protections
Iran,IRN,1992,No protections
Iran,IRN,1993,No protections
Iran,IRN,1994,No protections
Iran,IRN,1995,No protections
Iran,IRN,1996,No protections
Iran,IRN,1997,No protections
Iran,IRN,1998,No protections
Iran,IRN,1999,No protections
Iran,IRN,2000,No protections
Iran,IRN,2001,No protections
Iran,IRN,2002,No protections
Iran,IRN,2003,No protections
Iran,IRN,2004,No protections
Iran,IRN,2005,No protections
Iran,IRN,2006,No protections
Iran,IRN,2007,No protections
Iran,IRN,2008,No protections
Iran,IRN,2009,No protections
Iran,IRN,2010,No protections
Iran,IRN,2011,No protections
Iran,IRN,2012,No protections
Iran,IRN,2013,No protections
Iran,IRN,2014,No protections
Iran,IRN,2015,No protections
Iran,IRN,2016,No protections
Iran,IRN,2017,No protections
Iran,IRN,2018,No protections
Iran,IRN,2019,No protections
Iran,IRN,2020,No protections
Iran,IRN,2021,No protections
Iran,IRN,2022,No protections
Iran,IRN,2023,No protections
Iran,IRN,2024,No protections
Iraq,IRQ,2024,No protections
Ireland,IRL,1999,Sexual orientation and gender identity
Ireland,IRL,2000,Sexual orientation and gender identity
Ireland,IRL,2001,Sexual orientation and gender identity
Ireland,IRL,2002,Sexual orientation and gender identity
Ireland,IRL,2003,Sexual orientation and gender identity
Ireland,IRL,2004,Sexual orientation and gender identity
Ireland,IRL,2005,Sexual orientation and gender identity
Ireland,IRL,2006,Sexual orientation and gender identity
Ireland,IRL,2007,Sexual orientation and gender identity
Ireland,IRL,2008,Sexual orientation and gender identity
Ireland,IRL,2009,Sexual orientation and gender identity
Ireland,IRL,2010,Sexual orientation and gender identity
Ireland,IRL,2011,Sexual orientation and gender identity
Ireland,IRL,2012,Sexual orientation and gender identity
Ireland,IRL,2013,Sexual orientation and gender identity
Ireland,IRL,2014,Sexual orientation and gender identity
Ireland,IRL,2015,Sexual orientation and gender identity
Ireland,IRL,2016,Sexual orientation and gender identity
Ireland,IRL,2017,Sexual orientation and gender identity
Ireland,IRL,2018,Sexual orientation and gender identity
Ireland,IRL,2019,Sexual orientation and gender identity
Ireland,IRL,2020,Sexual orientation and gender identity
Ireland,IRL,2021,Sexual orientation and gender identity
Ireland,IRL,2022,Sexual orientation and gender identity
Ireland,IRL,2023,Sexual orientation and gender identity
Ireland,IRL,2024,Sexual orientation and gender identity
Israel,ISR,1992,Sexual orientation only
Israel,ISR,1993,Sexual orientation only
Israel,ISR,1994,Sexual orientation only
Israel,ISR,1995,Sexual orientation only
Israel,ISR,1996,Sexual orientation only
Israel,ISR,1997,Sexual orientation only
Israel,ISR,1998,Sexual orientation only
Israel,ISR,1999,Sexual orientation only
Israel,ISR,2000,Sexual orientation only
Israel,ISR,2001,Sexual orientation only
Israel,ISR,2002,Sexual orientation only
Israel,ISR,2003,Sexual orientation only
Israel,ISR,2004,Sexual orientation only
Israel,ISR,2005,Sexual orientation only
Israel,ISR,2006,Sexual orientation only
Israel,ISR,2007,Sexual orientation only
Israel,ISR,2008,Sexual orientation only
Israel,ISR,2009,Sexual orientation only
Israel,ISR,2010,Sexual orientation only
Israel,ISR,2011,Sexual orientation only
Israel,ISR,2012,Sexual orientation only
Israel,ISR,2013,Sexual orientation only
Israel,ISR,2014,Sexual orientation only
Israel,ISR,2015,Sexual orientation and gender identity
Israel,ISR,2016,Sexual orientation and gender identity
Israel,ISR,2017,Sexual orientation and gender identity
Israel,ISR,2018,Sexual orientation and gender identity
Israel,ISR,2019,Sexual orientation and gender identity
Israel,ISR,2020,Sexual orientation and gender identity
Israel,ISR,2021,Sexual orientation and gender identity
Israel,ISR,2022,Sexual orientation and gender identity
Israel,ISR,2023,Sexual orientation and gender identity
Israel,ISR,2024,Sexual orientation and gender identity
Italy,ITA,2003,Sexual orientation only
Italy,ITA,2004,Sexual orientation only
Italy,ITA,2005,Sexual orientation only
Italy,ITA,2006,Sexual orientation only
Italy,ITA,2007,Sexual orientation only
Italy,ITA,2008,Sexual orientation only
Italy,ITA,2009,Sexual orientation only
Italy,ITA,2010,Sexual orientation only
Italy,ITA,2011,Sexual orientation only
Italy,ITA,2012,Sexual orientation only
Italy,ITA,2013,Sexual orientation only
Italy,ITA,2014,Sexual orientation only
Italy,ITA,2015,Sexual orientation only
Italy,ITA,2016,Sexual orientation only
Italy,ITA,2017,Sexual orientation only
Italy,ITA,2018,Sexual orientation only
Italy,ITA,2019,Sexual orientation only
Italy,ITA,2020,Sexual orientation only
Italy,ITA,2021,Sexual orientation only
Italy,ITA,2022,Sexual orientation only
Italy,ITA,2023,Sexual orientation and gender identity
Italy,ITA,2024,Sexual orientation and gender identity
Jamaica,JAM,1962,No protections
Jamaica,JAM,1963,No protections
Jamaica,JAM,1964,No protections
Jamaica,JAM,1965,No protections
Jamaica,JAM,1966,No protections
Jamaica,JAM,1967,No protections
Jamaica,JAM,1968,No protections
Jamaica,JAM,1969,No protections
Jamaica,JAM,1970,No protections
Jamaica,JAM,1971,No protections
Jamaica,JAM,1972,No protections
Jamaica,JAM,1973,No protections
Jamaica,JAM,1974,No protections
Jamaica,JAM,1975,No protections
Jamaica,JAM,1976,No protections
Jamaica,JAM,1977,No protections
Jamaica,JAM,1978,No protections
Jamaica,JAM,1979,No protections
Jamaica,JAM,1980,No protections
Jamaica,JAM,1981,No protections
Jamaica,JAM,1982,No protections
Jamaica,JAM,1983,No protections
Jamaica,JAM,1984,No protections
Jamaica,JAM,1985,No protections
Jamaica,JAM,1986,No protections
Jamaica,JAM,1987,No protections
Jamaica,JAM,1988,No protections
Jamaica,JAM,1989,No protections
Jamaica,JAM,1990,No protections
Jamaica,JAM,1991,No protections
Jamaica,JAM,1992,No protections
Jamaica,JAM,1993,No protections
Jamaica,JAM,1994,No protections
Jamaica,JAM,1995,No protections
Jamaica,JAM,1996,No protections
Jamaica,JAM,1997,No protections
Jamaica,JAM,1998,No protections
Jamaica,JAM,1999,No protections
Jamaica,JAM,2000,No protections
Jamaica,JAM,2001,No protections
Jamaica,JAM,2002,No protections
Jamaica,JAM,2003,No protections
Jamaica,JAM,2004,Sexual orientation only
Jamaica,JAM,2005,Sexual orientation only
Jamaica,JAM,2006,Sexual orientation only
Jamaica,JAM,2007,Sexual orientation only
Jamaica,JAM,2008,Sexual orientation only
Jamaica,JAM,2009,Sexual orientation only
Jamaica,JAM,2010,Sexual orientation only
Jamaica,JAM,2011,Sexual orientation only
Jamaica,JAM,2012,Sexual orientation only
Jamaica,JAM,2013,Sexual orientation only
Jamaica,JAM,2014,Sexual orientation only
Jamaica,JAM,2015,Sexual orientation only
Jamaica,JAM,2016,Sexual orientation only
Jamaica,JAM,2017,Sexual orientation only
Jamaica,JAM,2018,Sexual orientation only
Jamaica,JAM,2019,Sexual orientation only
Jamaica,JAM,2020,Sexual orientation only
Jamaica,JAM,2021,Sexual orientation only
Jamaica,JAM,2022,Sexual orientation only
Jamaica,JAM,2023,Sexual orientation only
Jamaica,JAM,2024,Sexual orientation only
Japan,JPN,2024,Varies by region
Jordan,JOR,1952,No protections
Jordan,JOR,1953,No protections
Jordan,JOR,1954,No protections
Jordan,JOR,1955,No protections
Jordan,JOR,1956,No protections
Jordan,JOR,1957,No protections
Jordan,JOR,1958,No protections
Jordan,JOR,1959,No protections
Jordan,JOR,1960,No protections
Jordan,JOR,1961,No protections
Jordan,JOR,1962,No protections
Jordan,JOR,1963,No protections
Jordan,JOR,1964,No protections
Jordan,JOR,1965,No protections
Jordan,JOR,1966,No protections
Jordan,JOR,1967,No protections
Jordan,JOR,1968,No protections
Jordan,JOR,1969,No protections
Jordan,JOR,1970,No protections
Jordan,JOR,1971,No protections
Jordan,JOR,1972,No protections
Jordan,JOR,1973,No protections
Jordan,JOR,1974,No protections
Jordan,JOR,1975,No protections
Jordan,JOR,1976,No protections
Jordan,JOR,1977,No protections
Jordan,JOR,1978,No protections
Jordan,JOR,1979,No protections
Jordan,JOR,1980,No protections
Jordan,JOR,1981,No protections
Jordan,JOR,1982,No protections
Jordan,JOR,1983,No protections
Jordan,JOR,1984,No protections
Jordan,JOR,1985,No protections
Jordan,JOR,1986,No protections
Jordan,JOR,1987,No protections
Jordan,JOR,1988,No protections
Jordan,JOR,1989,No protections
Jordan,JOR,1990,No protections
Jordan,JOR,1991,No protections
Jordan,JOR,1992,No protections
Jordan,JOR,1993,No protections
Jordan,JOR,1994,No protections
Jordan,JOR,1995,No protections
Jordan,JOR,1996,No protections
Jordan,JOR,1997,No protections
Jordan,JOR,1998,No protections
Jordan,JOR,1999,No protections
Jordan,JOR,2000,No protections
Jordan,JOR,2001,No protections
Jordan,JOR,2002,No protections
Jordan,JOR,2003,No protections
Jordan,JOR,2004,No protections
Jordan,JOR,2005,No protections
Jordan,JOR,2006,No protections
Jordan,JOR,2007,No protections
Jordan,JOR,2008,No protections
Jordan,JOR,2009,No protections
Jordan,JOR,2010,No protections
Jordan,JOR,2011,No protections
Jordan,JOR,2012,No protections
Jordan,JOR,2013,No protections
Jordan,JOR,2014,No protections
Jordan,JOR,2015,No protections
Jordan,JOR,2016,No protections
Jordan,JOR,2017,No protections
Jordan,JOR,2018,No protections
Jordan,JOR,2019,No protections
Jordan,JOR,2020,No protections
Jordan,JOR,2021,No protections
Jordan,JOR,2022,No protections
Jordan,JOR,2023,No protections
Jordan,JOR,2024,No protections
Kazakhstan,KAZ,2015,Sexual orientation and gender identity
Kazakhstan,KAZ,2016,Sexual orientation and gender identity
Kazakhstan,KAZ,2017,Sexual orientation and gender identity
Kazakhstan,KAZ,2018,Sexual orientation and gender identity
Kazakhstan,KAZ,2019,Sexual orientation and gender identity
Kazakhstan,KAZ,2020,Sexual orientation and gender identity
Kazakhstan,KAZ,2021,Sexual orientation and gender identity
Kazakhstan,KAZ,2022,Sexual orientation and gender identity
Kazakhstan,KAZ,2023,Sexual orientation and gender identity
Kazakhstan,KAZ,2024,Sexual orientation and gender identity
Kenya,KEN,2022,Sexual orientation only
Kenya,KEN,2023,Sexual orientation only
Kenya,KEN,2024,Sexual orientation only
Kiribati,KIR,2015,Sexual orientation and gender identity
Kiribati,KIR,2016,Sexual orientation and gender identity
Kiribati,KIR,2017,Sexual orientation and gender identity
Kiribati,KIR,2018,Sexual orientation and gender identity
Kiribati,KIR,2019,Sexual orientation and gender identity
Kiribati,KIR,2020,Sexual orientation and gender identity
Kiribati,KIR,2021,Sexual orientation and gender identity
Kiribati,KIR,2022,Sexual orientation and gender identity
Kiribati,KIR,2023,Sexual orientation and gender identity
Kiribati,KIR,2024,Sexual orientation and gender identity
Kuwait,KWT,1960,No protections
Kuwait,KWT,1961,No protections
Kuwait,KWT,1962,No protections
Kuwait,KWT,1963,No protections
Kuwait,KWT,1964,No protections
Kuwait,KWT,1965,No protections
Kuwait,KWT,1966,No protections
Kuwait,KWT,1967,No protections
Kuwait,KWT,1968,No protections
Kuwait,KWT,1969,No protections
Kuwait,KWT,1970,No protections
Kuwait,KWT,1971,No protections
Kuwait,KWT,1972,No protections
Kuwait,KWT,1973,No protections
Kuwait,KWT,1974,No protections
Kuwait,KWT,1975,No protections
Kuwait,KWT,1976,No protections
Kuwait,KWT,1977,No protections
Kuwait,KWT,1978,No protections
Kuwait,KWT,1979,No protections
Kuwait,KWT,1980,No protections
Kuwait,KWT,1981,No protections
Kuwait,KWT,1982,No protections
Kuwait,KWT,1983,No protections
Kuwait,KWT,1984,No protections
Kuwait,KWT,1985,No protections
Kuwait,KWT,1986,No protections
Kuwait,KWT,1987,No protections
Kuwait,KWT,1988,No protections
Kuwait,KWT,1989,No protections
Kuwait,KWT,1990,No protections
Kuwait,KWT,1991,No protections
Kuwait,KWT,1992,No protections
Kuwait,KWT,1993,No protections
Kuwait,KWT,1994,No protections
Kuwait,KWT,1995,No protections
Kuwait,KWT,1996,No protections
Kuwait,KWT,1997,No protections
Kuwait,KWT,1998,No protections
Kuwait,KWT,1999,No protections
Kuwait,KWT,2000,No protections
Kuwait,KWT,2001,No protections
Kuwait,KWT,2002,No protections
Kuwait,KWT,2003,No protections
Kuwait,KWT,2004,No protections
Kuwait,KWT,2005,No protections
Kuwait,KWT,2006,No protections
Kuwait,KWT,2007,No protections
Kuwait,KWT,2008,No protections
Kuwait,KWT,2009,No protections
Kuwait,KWT,2010,No protections
Kuwait,KWT,2011,No protections
Kuwait,KWT,2012,No protections
Kuwait,KWT,2013,No protections
Kuwait,KWT,2014,No protections
Kuwait,KWT,2015,No protections
Kuwait,KWT,2016,No protections
Kuwait,KWT,2017,No protections
Kuwait,KWT,2018,No protections
Kuwait,KWT,2019,No protections
Kuwait,KWT,2020,No protections
Kuwait,KWT,2021,No protections
Kuwait,KWT,2022,No protections
Kuwait,KWT,2023,No protections
Kuwait,KWT,2024,No protections
Kyrgyzstan,KGZ,2024,No protections
Laos,LAO,1953,No protections
Laos,LAO,1954,No protections
Laos,LAO,1955,No protections
Laos,LAO,1956,No protections
Laos,LAO,1957,No protections
Laos,LAO,1958,No protections
Laos,LAO,1959,No protections
Laos,LAO,1960,No protections
Laos,LAO,1961,No protections
Laos,LAO,1962,No protections
Laos,LAO,1963,No protections
Laos,LAO,1964,No protections
Laos,LAO,1965,No protections
Laos,LAO,1966,No protections
Laos,LAO,1967,No protections
Laos,LAO,1968,No protections
Laos,LAO,1969,No protections
Laos,LAO,1970,No protections
Laos,LAO,1971,No protections
Laos,LAO,1972,No protections
Laos,LAO,1973,No protections
Laos,LAO,1974,No protections
Laos,LAO,1975,No protections
Laos,LAO,1976,No protections
Laos,LAO,1977,No protections
Laos,LAO,1978,No protections
Laos,LAO,1979,No protections
Laos,LAO,1980,No protections
Laos,LAO,1981,No protections
Laos,LAO,1982,No protections
Laos,LAO,1983,No protections
Laos,LAO,1984,No protections
Laos,LAO,1985,No protections
Laos,LAO,1986,No protections
Laos,LAO,1987,No protections
Laos,LAO,1988,No protections
Laos,LAO,1989,No protections
Laos,LAO,1990,No protections
Laos,LAO,1991,No protections
Laos,LAO,1992,No protections
Laos,LAO,1993,No protections
Laos,LAO,1994,No protections
Laos,LAO,1995,No protections
Laos,LAO,1996,No protections
Laos,LAO,1997,No protections
Laos,LAO,1998,No protections
Laos,LAO,1999,No protections
Laos,LAO,2000,No protections
Laos,LAO,2001,No protections
Laos,LAO,2002,No protections
Laos,LAO,2003,No protections
Laos,LAO,2004,No protections
Laos,LAO,2005,No protections
Laos,LAO,2006,No protections
Laos,LAO,2007,No protections
Laos,LAO,2008,No protections
Laos,LAO,2009,No protections
Laos,LAO,2010,No protections
Laos,LAO,2011,No protections
Laos,LAO,2012,No protections
Laos,LAO,2013,No protections
Laos,LAO,2014,No protections
Laos,LAO,2015,No protections
Laos,LAO,2016,No protections
Laos,LAO,2017,No protections
Laos,LAO,2018,No protections
Laos,LAO,2019,No protections
Laos,LAO,2020,No protections
Laos,LAO,2021,No protections
Laos,LAO,2022,No protections
Laos,LAO,2023,No protections
Laos,LAO,2024,No protections
Latvia,LVA,2006,Sexual orientation only
Latvia,LVA,2007,Sexual orientation only
Latvia,LVA,2008,Sexual orientation only
Latvia,LVA,2009,Sexual orientation only
Latvia,LVA,2010,Sexual orientation only
Latvia,LVA,2011,Sexual orientation only
Latvia,LVA,2012,Sexual orientation only
Latvia,LVA,2013,Sexual orientation only
Latvia,LVA,2014,Sexual orientation only
Latvia,LVA,2015,Sexual orientation only
Latvia,LVA,2016,Sexual orientation only
Latvia,LVA,2017,Sexual orientation only
Latvia,LVA,2018,Sexual orientation only
Latvia,LVA,2019,Sexual orientation only
Latvia,LVA,2020,Sexual orientation only
Latvia,LVA,2021,Sexual orientation only
Latvia,LVA,2022,Sexual orientation only
Latvia,LVA,2023,Sexual orientation only
Latvia,LVA,2024,Sexual orientation only
Lebanon,LBN,2024,No protections
Lesotho,LSO,2012,No protections
Lesotho,LSO,2013,No protections
Lesotho,LSO,2014,No protections
Lesotho,LSO,2015,No protections
Lesotho,LSO,2016,No protections
Lesotho,LSO,2017,No protections
Lesotho,LSO,2018,No protections
Lesotho,LSO,2019,No protections
Lesotho,LSO,2020,No protections
Lesotho,LSO,2021,No protections
Lesotho,LSO,2022,No protections
Lesotho,LSO,2023,No protections
Lesotho,LSO,2024,No protections
Liberia,LBR,2015,Sexual orientation and gender identity
Liberia,LBR,2016,Sexual orientation and gender identity
Liberia,LBR,2017,Sexual orientation and gender identity
Liberia,LBR,2018,Sexual orientation and gender identity
Liberia,LBR,2019,Sexual orientation and gender identity
Liberia,LBR,2020,Sexual orientation and gender identity
Liberia,LBR,2021,Sexual orientation and gender identity
Liberia,LBR,2022,Sexual orientation and gender identity
Liberia,LBR,2023,Sexual orientation and gender identity
Liberia,LBR,2024,Sexual orientation and gender identity
Libya,LBY,1951,No protections
Libya,LBY,1952,No protections
Libya,LBY,1953,No protections
Libya,LBY,1954,No protections
Libya,LBY,1955,No protections
Libya,LBY,1956,No protections
Libya,LBY,1957,No protections
Libya,LBY,1958,No protections
Libya,LBY,1959,No protections
Libya,LBY,1960,No protections
Libya,LBY,1961,No protections
Libya,LBY,1962,No protections
Libya,LBY,1963,No protections
Libya,LBY,1964,No protections
Libya,LBY,1965,No protections
Libya,LBY,1966,No protections
Libya,LBY,1967,No protections
Libya,LBY,1968,No protections
Libya,LBY,1969,No protections
Libya,LBY,1970,No protections
Libya,LBY,1971,No protections
Libya,LBY,1972,No protections
Libya,LBY,1973,No protections
Libya,LBY,1974,No protections
Libya,LBY,1975,No protections
Libya,LBY,1976,No protections
Libya,LBY,1977,No protections
Libya,LBY,1978,No protections
Libya,LBY,1979,No protections
Libya,LBY,1980,No protections
Libya,LBY,1981,No protections
Libya,LBY,1982,No protections
Libya,LBY,1983,No protections
Libya,LBY,1984,No protections
Libya,LBY,1985,No protections
Libya,LBY,1986,No protections
Libya,LBY,1987,No protections
Libya,LBY,1988,No protections
Libya,LBY,1989,No protections
Libya,LBY,1990,No protections
Libya,LBY,1991,No protections
Libya,LBY,1992,No protections
Libya,LBY,1993,No protections
Libya,LBY,1994,No protections
Libya,LBY,1995,No protections
Libya,LBY,1996,No protections
Libya,LBY,1997,No protections
Libya,LBY,1998,No protections
Libya,LBY,1999,No protections
Libya,LBY,2000,No protections
Libya,LBY,2001,No protections
Libya,LBY,2002,No protections
Libya,LBY,2003,No protections
Libya,LBY,2004,No protections
Libya,LBY,2005,No protections
Libya,LBY,2006,No protections
Libya,LBY,2007,No protections
Libya,LBY,2008,No protections
Libya,LBY,2009,No protections
Libya,LBY,2010,No protections
Libya,LBY,2011,No protections
Libya,LBY,2012,No protections
Libya,LBY,2013,No protections
Libya,LBY,2014,No protections
Libya,LBY,2015,No protections
Libya,LBY,2016,No protections
Libya,LBY,2017,No protections
Libya,LBY,2018,No protections
Libya,LBY,2019,No protections
Libya,LBY,2020,No protections
Libya,LBY,2021,No protections
Libya,LBY,2022,No protections
Libya,LBY,2023,No protections
Libya,LBY,2024,No protections
Liechtenstein,LIE,2024,No protections
Lithuania,LTU,2000,Sexual orientation only
Lithuania,LTU,2001,Sexual orientation only
Lithuania,LTU,2002,Sexual orientation only
Lithuania,LTU,2003,Sexual orientation only
Lithuania,LTU,2004,Sexual orientation only
Lithuania,LTU,2005,Sexual orientation only
Lithuania,LTU,2006,Sexual orientation only
Lithuania,LTU,2007,Sexual orientation only
Lithuania,LTU,2008,Sexual orientation only
Lithuania,LTU,2009,Sexual orientation only
Lithuania,LTU,2010,Sexual orientation only
Lithuania,LTU,2011,Sexual orientation only
Lithuania,LTU,2012,Sexual orientation only
Lithuania,LTU,2013,Sexual orientation only
Lithuania,LTU,2014,Sexual orientation only
Lithuania,LTU,2015,Sexual orientation only
Lithuania,LTU,2016,Sexual orientation only
Lithuania,LTU,2017,Sexual orientation only
Lithuania,LTU,2018,Sexual orientation only
Lithuania,LTU,2019,Sexual orientation only
Lithuania,LTU,2020,Sexual orientation only
Lithuania,LTU,2021,Sexual orientation only
Lithuania,LTU,2022,Sexual orientation only
Lithuania,LTU,2023,Sexual orientation only
Lithuania,LTU,2024,Sexual orientation only
Luxembourg,LUX,2006,Sexual orientation and gender identity
Luxembourg,LUX,2007,Sexual orientation and gender identity
Luxembourg,LUX,2008,Sexual orientation and gender identity
Luxembourg,LUX,2009,Sexual orientation and gender identity
Luxembourg,LUX,2010,Sexual orientation and gender identity
Luxembourg,LUX,2011,Sexual orientation and gender identity
Luxembourg,LUX,2012,Sexual orientation and gender identity
Luxembourg,LUX,2013,Sexual orientation and gender identity
Luxembourg,LUX,2014,Sexual orientation and gender identity
Luxembourg,LUX,2015,Sexual orientation and gender identity
Luxembourg,LUX,2016,Sexual orientation and gender identity
Luxembourg,LUX,2017,Sexual orientation and gender identity
Luxembourg,LUX,2018,Sexual orientation and gender identity
Luxembourg,LUX,2019,Sexual orientation and gender identity
Luxembourg,LUX,2020,Sexual orientation and gender identity
Luxembourg,LUX,2021,Sexual orientation and gender identity
Luxembourg,LUX,2022,Sexual orientation and gender identity
Luxembourg,LUX,2023,Sexual orientation and gender identity
Luxembourg,LUX,2024,Sexual orientation and gender identity
Madagascar,MDG,2024,No protections
Malawi,MWI,2024,No protections
Malaysia,MYS,2024,No protections
Maldives,MDV,2017,No protections
Maldives,MDV,2018,No protections
Maldives,MDV,2019,No protections
Maldives,MDV,2020,No protections
Maldives,MDV,2021,No protections
Maldives,MDV,2022,No protections
Maldives,MDV,2023,No protections
Maldives,MDV,2024,No protections
Mali,MLI,2024,No protections
Malta,MLT,2004,Sexual orientation and gender identity
Malta,MLT,2005,Sexual orientation and gender identity
Malta,MLT,2006,Sexual orientation and gender identity
Malta,MLT,2007,Sexual orientation and gender identity
Malta,MLT,2008,Sexual orientation and gender identity
Malta,MLT,2009,Sexual orientation and gender identity
Malta,MLT,2010,Sexual orientation and gender identity
Malta,MLT,2011,Sexual orientation and gender identity
Malta,MLT,2012,Sexual orientation and gender identity
Malta,MLT,2013,Sexual orientation and gender identity
Malta,MLT,2014,Sexual orientation and gender identity
Malta,MLT,2015,Sexual orientation and gender identity
Malta,MLT,2016,Sexual orientation and gender identity
Malta,MLT,2017,Sexual orientation and gender identity
Malta,MLT,2018,Sexual orientation and gender identity
Malta,MLT,2019,Sexual orientation and gender identity
Malta,MLT,2020,Sexual orientation and gender identity
Malta,MLT,2021,Sexual orientation and gender identity
Malta,MLT,2022,Sexual orientation and gender identity
Malta,MLT,2023,Sexual orientation and gender identity
Malta,MLT,2024,Sexual orientation and gender identity
Marshall Islands,MHL,2019,Sexual orientation and gender identity
Marshall Islands,MHL,2020,Sexual orientation and gender identity
Marshall Islands,MHL,2021,Sexual orientation and gender identity
Marshall Islands,MHL,2022,Sexual orientation and gender identity
Marshall Islands,MHL,2023,Sexual orientation and gender identity
Marshall Islands,MHL,2024,Sexual orientation and gender identity
Mauritania,MRT,1991,No protections
Mauritania,MRT,1992,No protections
Mauritania,MRT,1993,No protections
Mauritania,MRT,1994,No protections
Mauritania,MRT,1995,No protections
Mauritania,MRT,1996,No protections
Mauritania,MRT,1997,No protections
Mauritania,MRT,1998,No protections
Mauritania,MRT,1999,No protections
Mauritania,MRT,2000,No protections
Mauritania,MRT,2001,No protections
Mauritania,MRT,2002,No protections
Mauritania,MRT,2003,No protections
Mauritania,MRT,2004,No protections
Mauritania,MRT,2005,No protections
Mauritania,MRT,2006,No protections
Mauritania,MRT,2007,No protections
Mauritania,MRT,2008,No protections
Mauritania,MRT,2009,No protections
Mauritania,MRT,2010,No protections
Mauritania,MRT,2011,No protections
Mauritania,MRT,2012,No protections
Mauritania,MRT,2013,No protections
Mauritania,MRT,2014,No protections
Mauritania,MRT,2015,No protections
Mauritania,MRT,2016,No protections
Mauritania,MRT,2017,No protections
Mauritania,MRT,2018,No protections
Mauritania,MRT,2019,No protections
Mauritania,MRT,2020,No protections
Mauritania,MRT,2021,No protections
Mauritania,MRT,2022,No protections
Mauritania,MRT,2023,No protections
Mauritania,MRT,2024,No protections
Mauritius,MUS,2008,Sexual orientation only
Mauritius,MUS,2009,Sexual orientation only
Mauritius,MUS,2010,Sexual orientation only
Mauritius,MUS,2011,Sexual orientation only
Mauritius,MUS,2012,Sexual orientation only
Mauritius,MUS,2013,Sexual orientation only
Mauritius,MUS,2014,Sexual orientation only
Mauritius,MUS,2015,Sexual orientation only
Mauritius,MUS,2016,Sexual orientation only
Mauritius,MUS,2017,Sexual orientation only
Mauritius,MUS,2018,Sexual orientation only
Mauritius,MUS,2019,Sexual orientation only
Mauritius,MUS,2020,Sexual orientation only
Mauritius,MUS,2021,Sexual orientation only
Mauritius,MUS,2022,Sexual orientation only
Mauritius,MUS,2023,Sexual orientation only
Mauritius,MUS,2024,Sexual orientation only
Mexico,MEX,2003,Varies by region
Mexico,MEX,2004,Varies by region
Mexico,MEX,2005,Varies by region
Mexico,MEX,2006,Varies by region
Mexico,MEX,2007,Varies by region
Mexico,MEX,2008,Varies by region
Mexico,MEX,2009,Varies by region
Mexico,MEX,2010,Varies by region
Mexico,MEX,2011,Varies by region
Mexico,MEX,2012,Varies by region
Mexico,MEX,2013,Varies by region
Mexico,MEX,2014,Varies by region
Mexico,MEX,2015,Varies by region
Mexico,MEX,2016,Varies by region
Mexico,MEX,2017,Varies by region
Mexico,MEX,2018,Varies by region
Mexico,MEX,2019,Varies by region
Mexico,MEX,2020,Varies by region
Mexico,MEX,2021,Varies by region
Mexico,MEX,2022,Varies by region
Mexico,MEX,2023,Varies by region
Mexico,MEX,2024,Varies by region
Micronesia (country),FSM,2024,Sexual orientation only
Moldova,MDA,2013,Sexual orientation only
Moldova,MDA,2014,Sexual orientation only
Moldova,MDA,2015,Sexual orientation only
Moldova,MDA,2016,Sexual orientation only
Moldova,MDA,2017,Sexual orientation only
Moldova,MDA,2018,Sexual orientation only
Moldova,MDA,2019,Sexual orientation only
Moldova,MDA,2020,Sexual orientation only
Moldova,MDA,2021,Sexual orientation only
Moldova,MDA,2022,Sexual orientation only
Moldova,MDA,2023,Sexual orientation and gender identity
Moldova,MDA,2024,Sexual orientation and gender identity
Monaco,MCO,2024,No protections
Mongolia,MNG,1992,Sexual orientation and gender identity
Mongolia,MNG,1993,Sexual orientation and gender identity
Mongolia,MNG,1994,Sexual orientation and gender identity
Mongolia,MNG,1995,Sexual orientation and gender identity
Mongolia,MNG,1996,Sexual orientation and gender identity
Mongolia,MNG,1997,Sexual orientation and gender identity
Mongolia,MNG,1998,Sexual orientation and gender identity
Mongolia,MNG,1999,Sexual orientation and gender identity
Mongolia,MNG,2000,Sexual orientation and gender identity
Mongolia,MNG,2001,Sexual orientation and gender identity
Mongolia,MNG,2002,Sexual orientation and gender identity
Mongolia,MNG,2003,Sexual orientation and gender identity
Mongolia,MNG,2004,Sexual orientation and gender identity
Mongolia,MNG,2005,Sexual orientation and gender identity
Mongolia,MNG,2006,Sexual orientation and gender identity
Mongolia,MNG,2007,Sexual orientation and gender identity
Mongolia,MNG,2008,Sexual orientation and gender identity
Mongolia,MNG,2009,Sexual orientation and gender identity
Mongolia,MNG,2010,Sexual orientation and gender identity
Mongolia,MNG,2011,Sexual orientation and gender identity
Mongolia,MNG,2012,Sexual orientation and gender identity
Mongolia,MNG,2013,Sexual orientation and gender identity
Mongolia,MNG,2014,Sexual orientation and gender identity
Mongolia,MNG,2015,Sexual orientation and gender identity
Mongolia,MNG,2016,Sexual orientation and gender identity
Mongolia,MNG,2017,Sexual orientation and gender identity
Mongolia,MNG,2018,Sexual orientation and gender identity
Mongolia,MNG,2019,Sexual orientation and gender identity
Mongolia,MNG,2020,Sexual orientation and gender identity
Mongolia,MNG,2021,Sexual orientation and gender identity
